weather_id,date_time,city,season,temperature_c,humidity,rain_mm,wind_speed_kmh,visibility_m,weather_condition,air_pressure_hpa
6063,2024-08-29T12:00Z,London,Winter,-19.543730248929815,83,57.0969220046186,170.2492247011752,18186,Storm,1058.2291301686205
6064,2024-09-22 03:00,,Spring,19.9516671784762,127,9.549499986151138,54.3914229820657,18186,Storm,1096.6230209512255
6065,04/12/2024 11AM,London,Winter,-4.1508685985374605,102,9.875661324645375,118.69224449036724,18186,Clear,993.042735406472
6066,2024-12-08 14:00,London,Summer,54.6158456970951,82,6.411690978691348,56.64981245547489,18186,Snow,1047.353418813519
6067,2024-11-16 10:00,London,Spring,38.586448809575316,135,61.37181328110559,21.80463214389863,18186,Snow,1071.344093969095
6068,2099-13-40 25:61,,Summer,57.52630339437684,129,107.76094165475399,136.83954869493613,18186,Fog,944.2460876267953
6069,2024-06-18T15:00Z,,Winter,-26.61995372338294,38,30.55836928957732,28.599510239087756,18186,Fog,1024.1110855023264
6070,26/04/2024 02AM,London,,-4.338014233736217,12,96.97027806473241,133.5395523412943,18186,,1009.5415352794398
6071,2024-10-25T17:00Z,,Summer,-12.411967202548592,51,103.06327081555563,129.59286098108183,18186,Snow,1048.5654010000799
6072,06/02/2024 06AM,London,Autumn,-28.996087141935256,0,38.28031860233969,162.0496888848034,18186,,1039.085596523534
6073,Unknown,London,Spring,-8.190684277831071,62,90.0836484090944,27.91092091271288,18186,Storm,1062.5585221703275
6074,24/04/2024 03AM,,,31.089838516838597,107,102.73025100402711,156.69602970176217,18186,Clear,962.2290380702927
,Unknown,London,,-9.201997007888831,77,69.99204342031885,199.85530518924742,18186,Storm,943.2712783347188
6076,2024-01-15T04:00Z,London,,15.810310093435639,78,50.50748959201426,170.20848971718044,18186,Fog,1061.039746181485
6077,2024-11-05 06:00,,Autumn,49.90363034684988,44,92.8727327361491,150.36241526553326,18186,Clear,972.112686205446
6078,21/06/2024 05AM,,Autumn,32.43821283141677,142,146.67706309920854,132.4330709389415,18186,Fog,957.5147115853157
6079,2099-13-40 25:61,London,Autumn,5.516616291542874,-2,64.02621140534671,84.35629693708589,18186,Fog,967.3637051053739
6080,2024-05-24 01:00,London,Spring,3.5222045020897497,1,58.760264442768154,146.10003357832045,18186,Fog,913.2707982102055
6081,Unknown,London,,11.016223260763624,128,69.64003536391701,144.83560702809064,18186,Storm,1054.6288692314536
6082,19/01/2024 09PM,London,Spring,-14.066270304608427,102,11.432759016757233,126.29965653745765,18186,Storm,1043.031931708016
6083,2024-12-07 00:00,,Spring,27.06006906743893,145,82.9744919507085,159.2556756595657,18186,,1010.538490765748
6084,2024-08-14 18:00,,Autumn,2.7737537194144934,-3,49.30460808258954,89.75277768536694,18186,Rain,1043.2169959814419
6085,2024-02-04 02:00,,Winter,46.71288143358393,25,18.213318349689374,24.250542426478127,18186,Rain,974.6266333496591
6086,2099-13-40 25:61,London,Winter,38.08973940520346,114,69.93851116760601,111.81354552184747,18186,Clear,959.073815222076
6087,01/01/2024 12PM,,Winter,24.94618476829441,39,0.507597986096614,53.008705742268525,18186,Snow,1072.4601978696292
6088,2024-11-17T23:00Z,,Summer,2.778200038456447,96,60.26778677441384,76.88661948583004,18186,Rain,984.4909140578412
,2024-02-08 08:00,,Spring,-11.106135149386404,-2,15.860290188967575,3.4829807882452046,18186,Fog,939.1824343569381
6090,2024-07-24T00:00Z,London,Autumn,39.85366776950606,56,3.643905509967044,76.55811758357667,18186,Clear,1049.8087831224682
6091,2024-04-10 18:00,London,Summer,13.776818909197786,42,123.6712569366753,161.76022122709094,18186,Storm,967.1743708572385
6092,26/09/2024 07PM,,Winter,-9.772496564037823,71,137.43732049239523,108.54447338765097,18186,,942.3702601799455
6093,2099-13-40 25:61,London,Spring,-12.43428464639944,99,31.151197253866,1.9601053867942086,18186,,905.4428555431784
6094,Unknown,,Autumn,-15.113918594877688,134,80.89473957513918,93.96876404796946,18186,Fog,1094.1203516562916
6095,2024-07-18T16:00Z,London,Autumn,39.944507658503554,42,41.69372356964774,58.29032952908149,18186,Clear,993.4578767895534
6096,2024-10-11 14:00,London,Autumn,-9.391153322971945,145,74.03661580082732,95.51013107943422,18186,Snow,932.351574605588
6097,2024-04-11 10:00,,Winter,17.397803717267777,103,65.49469813412404,80.9385442895754,18186,Snow,1051.5622319101458
6098,2024-04-29T12:00Z,London,Winter,10.639172487575081,52,40.357658262072846,186.3958439114763,18186,,1077.5302256092593
6099,2099-13-40 25:61,,Autumn,22.164980930545553,132,105.05903694529465,8.235459792603162,18186,Rain,1005.5935985197723
6100,2024-05-27 15:00,London,Autumn,48.943941033407484,8,18.973643898038134,136.71760225638644,18186,,905.6718917569084
6101,2024-03-15T05:00Z,London,Summer,48.09726510735575,113,7.960917325705069,170.2053192603483,18186,,973.0285922802491
6102,2024-09-21T07:00Z,,Autumn,10.596846464237366,75,115.15131495559187,191.8477169300951,18186,Fog,948.6203271263521
6103,04/04/2024 07AM,London,Winter,-28.617037433874902,59,99.88950468310198,35.52724530885918,18186,Fog,1027.279493971193
6104,2099-13-40 25:61,,Spring,8.379942514287286,36,74.77891862195969,106.26096039323878,18186,Clear,1003.7715603503406
,2024-12-28T11:00Z,London,Winter,24.557418368172634,97,70.16846557088124,8.717915463442383,18186,Fog,971.1473687465341
6106,13/09/2024 03PM,,Spring,20.198828318825562,9,74.61170692371394,99.8367048910177,18186,Clear,1029.7010276143076
6107,19/10/2024 07PM,,Autumn,28.620249522018497,26,65.55361141480093,25.091617908196383,18186,Snow,1016.8858564196803
6108,2099-13-40 25:61,London,Spring,-16.133184077422484,119,58.933844374676866,167.5793349397427,18186,,1081.2980248920524
6109,Unknown,London,Summer,28.18815889026593,25,74.95359043291805,22.774000521072967,18186,Storm,1019.3605904560166
6110,01/12/2024 04AM,London,Winter,-13.561354313060498,122,79.27727567396407,102.65767207729905,18186,Clear,1001.5423769423263
6111,2024-12-06T09:00Z,London,Spring,37.54715826270741,53,103.78534711254314,104.21921379855075,18186,,1064.7340168308124
6112,2024-12-30T06:00Z,,Summer,0.5178851936411988,-4,106.68107411010338,194.33009958632107,18186,Snow,940.4839338521286
6113,Unknown,,Autumn,33.89058900433082,109,56.64436202102169,130.99613880777764,18186,Clear,948.7129235678125
6114,2024-01-31T07:00Z,,Summer,-25.692096098450364,11,62.03107841152331,57.568058615360385,18186,,1056.714627021598
6115,2024-07-26 07:00,,Spring,6.7074023031822065,35,56.054575460433455,48.15986198762769,18186,,988.4700454064678
6116,2099-13-40 25:61,,Autumn,33.45310700369995,99,80.48036604385655,25.649641129012977,18186,Snow,981.8471724184998
6117,28/01/2024 12AM,London,,-9.581653530165529,35,68.0030306871293,151.3029448098119,18186,Storm,1077.4155908955609
6118,2099-13-40 25:61,London,Autumn,41.575834031750034,17,133.43946947042903,138.1513312364677,18186,Fog,1022.0218068586137
6119,2024-10-02T14:00Z,London,Summer,26.770175979443877,76,104.4541900374709,121.97542546162119,18186,Fog,1060.5818280799635
6120,24/10/2024 07AM,London,Autumn,22.880559493481847,24,134.79845756316683,8.16808858999767,18186,Rain,1061.9677741219373
6121,2024-02-12T01:00Z,London,Winter,1.819396878390343,118,106.37054873391384,152.5657732788589,18186,Storm,924.0053316623537
6122,2024-03-05 14:00,,,13.420632334300585,146,145.6488222785721,128.37751542969585,18186,Storm,1030.7404792939408
6123,2099-13-40 25:61,London,,23.76143708800678,-2,95.36051673829036,192.77777362209767,18186,Rain,1090.5032677412162
6124,21/05/2024 05PM,London,Summer,12.52159025234014,-2,144.5325207244582,117.44042597536242,18186,Rain,996.0054179256155
6125,2024-11-06 07:00,,Autumn,32.84819915465041,11,23.725483561413913,60.790381332341624,18186,Clear,1046.436485104467
6126,2099-13-40 25:61,London,Spring,9.032723979626361,59,7.871652124410577,76.30411043786405,18186,Clear,1013.3465799889026
6127,2024-06-25T17:00Z,London,Autumn,-11.79541364321727,130,86.86877778057888,35.168141075646496,18186,Rain,940.9691948481943
6128,11/05/2024 05PM,London,,-10.745959547905748,136,147.52398086996624,144.58283644027702,18186,Rain,939.0387291437818
6129,2024-06-22T03:00Z,London,,-29.4776608041353,54,62.64078709535952,141.54433200434505,18186,Storm,986.7666330371945
6130,2099-13-40 25:61,London,Summer,-2.9138055997194776,129,31.80650432894394,40.13000309553525,18186,,996.5981147618847
6131,2024-12-29 07:00,London,Winter,37.40258764306677,32,78.2312173790271,31.69786463645572,18186,,1000.6264885292942
6132,Unknown,,Autumn,41.474643795384864,6,97.3197936868333,15.40098664043892,18186,Clear,1091.0001515005106
6133,2099-13-40 25:61,,Summer,-11.777921211382498,57,47.276804327383346,182.39514873635173,18186,Snow,920.0509088274953
6134,2099-13-40 25:61,,Spring,56.3139597184267,18,107.21540377488893,46.61396673897023,18186,Storm,976.1053468595658
6135,Unknown,London,Spring,15.216251413211403,124,146.26717605685886,68.83270535036078,18186,Fog,1002.909487024204
6136,27/11/2024 12PM,London,Spring,52.52808741166524,33,134.54446825659252,56.10090167549813,18186,Snow,1092.6225478801805
6137,2024-12-24 00:00,,Autumn,33.6088753675468,122,43.73780602682929,82.72492052215821,18186,Fog,1000.8629634014077
6138,Unknown,London,,35.01900807201717,123,49.00855247168975,142.80975987649666,18186,,1055.0551440241788
6139,2099-13-40 25:61,,Autumn,-22.346074082453597,-4,55.73118366743829,174.1191267452569,18186,Rain,1049.855621608444
6140,2024-09-03T02:00Z,London,Autumn,-10.200798579276238,43,59.1829167590468,36.51974990570803,18186,Storm,1013.2888098856944
6141,2024-11-23 12:00,London,Winter,-29.206665003497463,35,15.047924878991914,137.28246874823301,18186,Storm,926.1406203971967
6142,2099-13-40 25:61,,,34.45148764290637,127,114.29442583339339,70.51242844849703,18186,Fog,943.751741991652
6143,Unknown,London,Autumn,0.9994459585659001,-7,54.800889541605066,196.10543365945855,18186,Storm,948.0280517243002
6144,2024-10-07 12:00,London,Spring,40.798726446871214,142,131.97299650581783,59.783831856815375,18186,Snow,907.7319295310268
6145,2024-04-14 17:00,London,,0.5042597943323628,80,139.0410934680163,1.4385912015719926,18186,Snow,975.8436019715582
6146,Unknown,London,,43.740037706897496,50,3.664696396153216,103.12799480396903,18186,Clear,1022.1027444752469
6147,2024-10-16 08:00,,Summer,-18.23715716265183,149,148.27546048923094,30.146216855187546,18186,,928.8532597477958
6148,2024-11-25 14:00,London,Autumn,-14.396415891824262,140,106.50340972502768,8.89888536367982,18186,Clear,935.0072019597326
6149,Unknown,,Autumn,0.6788885625542846,100,78.05883389894434,139.6538463895417,18186,,1041.3972656805283
6150,2024-02-15T16:00Z,London,,6.763864999404596,26,58.429141255882996,146.4518565016913,18186,Storm,933.8506777625128
6151,2024-03-22T07:00Z,,Winter,1.3832529758680536,-8,77.77771989145694,92.13980262330051,18186,Fog,927.0671155237914
6152,2024-11-20 23:00,London,Summer,38.72823292708979,2,48.69370859676667,135.37710335131544,18186,Snow,1095.5683772912855
6153,2099-13-40 25:61,London,Summer,-21.274374663595676,77,93.40317205448224,107.64788964942677,18186,Storm,902.9470561487055
6154,2099-13-40 25:61,,Summer,1.609531767463924,65,13.947041466718685,125.96022154438633,18186,Clear,965.0816338708726
6155,2024-07-03T23:00Z,,Spring,45.35159995639134,-3,93.16839043677153,119.34079463759224,18186,Clear,906.9873322781284
6156,2024-09-05 20:00,,Spring,-23.98826304640452,72,41.30172752076662,133.16455281111848,18186,Snow,1067.6096387189173
6157,Unknown,,Summer,54.81091569042216,-2,2.645224357851955,39.92612973463425,18186,Snow,1016.7071428535141
6158,Unknown,,,58.768515804481154,145,82.90586492443164,53.74132400734004,18186,Snow,909.5903705787646
6159,Unknown,,,-22.02886435574279,67,86.76716337790445,87.9926299015384,18186,Storm,1023.07243080544
6160,2024-12-25 20:00,London,Winter,-3.7854729969836747,113,63.9853507067304,89.22560188383729,18186,Storm,924.6192785266574
6161,2024-06-28 21:00,,Autumn,3.516059943182057,135,10.842934882547528,154.88234231738085,18186,Snow,999.1465215444111
6162,Unknown,London,Summer,39.875223178745344,31,134.00144292062873,73.47873184590641,18186,Storm,1033.8825829085024
6163,Unknown,,Summer,23.633413090506046,30,91.71462108418334,32.50103121183648,18186,Fog,929.7014065668062
6164,2099-13-40 25:61,London,,27.99291304433106,78,17.356994935345437,50.293194098215174,18186,Rain,999.4100815491938
6165,Unknown,,Spring,38.17588405366554,66,76.63958648912215,42.94670047684568,18186,Clear,991.482185815409
6166,2024-04-28 18:00,,Summer,-19.381890050667685,43,74.58814739227073,146.3320038512044,18186,Fog,1083.1500953846557
6167,2099-13-40 25:61,,,44.98885112192362,86,9.060280318939046,94.06792292519641,18186,Fog,1099.1402789150611
6168,Unknown,London,Winter,33.50578237621296,87,91.02895554044213,141.7261395941967,18186,Storm,1030.894889326347
6169,2024-10-16 16:00,,Autumn,21.960755267673328,45,121.24895983823467,83.24393615152539,18186,,1070.9718311240854
6170,2024-06-17 23:00,,Winter,50.076180130475095,89,112.35120813727173,177.94712050078104,18186,Snow,1029.3763914873866
6171,13/08/2024 02AM,London,Spring,33.02757184954264,134,30.445412124627502,196.7040615445469,18186,Fog,1075.2572510861974
,Unknown,London,Summer,-11.847003363207712,-1,129.34387943313172,133.96850174052233,18186,Storm,986.6544103796596
6173,Unknown,,Spring,8.677084296810008,33,51.381324848902636,172.76251144724378,18186,Snow,1021.5979715667272
6174,2099-13-40 25:61,London,Winter,14.463858024215995,119,141.9762567437912,101.58665343441254,18186,Fog,1069.0339046306894
6175,2024-09-10T13:00Z,,Winter,-25.030413592463493,131,10.762194633857058,186.92416807078158,18186,Rain,1083.6171440441835
6176,2024-11-18 06:00,London,Winter,55.91737620240502,119,72.9313032779764,166.3172971345656,18186,Snow,904.9365466634366
6177,Unknown,London,Winter,-18.428046528280937,8,89.56865657663238,198.35571435320782,18186,Snow,920.7905384575089
6178,2024-02-20T21:00Z,London,Autumn,32.771514050405415,69,37.14751477119071,124.61874706555611,18186,,1086.2344122676254
6179,29/04/2024 04AM,London,Summer,15.560793248179216,78,115.70702830803415,155.8413480536457,18186,Snow,1013.7017539469063
6180,Unknown,London,Summer,-27.693097510401966,-10,94.03435197160755,108.5736279956427,18186,,1098.0384187867726
6181,15/05/2024 01PM,London,Summer,53.22727282779255,119,2.716415593193333,51.82402085428457,18186,Fog,1058.5266085433775
6182,06/06/2024 02PM,,,46.66531279370399,16,91.25528860443538,70.95103422595155,18186,Snow,1063.6280367486288
6183,16/10/2024 09PM,,Winter,17.183213511345194,-9,73.72173516276696,178.80108294626322,18186,Snow,977.2245015302015
6184,Unknown,,,-9.395189747449926,127,29.404380255526153,11.189589319724114,18186,Clear,951.5082775669998
6185,21/04/2024 05PM,London,Winter,-19.053939838791518,8,149.36223405892943,118.29597721488163,18186,Fog,1019.6518347963761
6186,2024-11-17 06:00,London,Winter,2.705323148891395,130,134.57432922414225,74.49680650082173,18186,Fog,1075.8064197269998
6187,07/11/2024 06PM,London,Winter,-7.011454705851854,103,43.87615425435952,77.33850760111113,18186,,1045.1397017416627
6188,30/07/2024 10PM,,Spring,15.602208090566883,45,81.16063811979244,176.91424128275347,18186,Fog,994.435028034789
6189,Unknown,,Winter,56.97683665110861,84,47.475320986543615,170.7644749092453,18186,Rain,1050.6400952082076
6190,2024-04-21T01:00Z,London,Winter,21.745814390667725,138,116.32436274541172,119.76847511449374,18186,Storm,1038.079524641519
6191,Unknown,,Winter,50.09379503010881,46,139.54971497946826,54.583769480866785,18186,Clear,1082.6102849809859
6192,Unknown,,Summer,28.579095374619953,91,53.824291037157536,95.09126923240481,18186,Clear,952.7114446263007
6193,2024-08-30T14:00Z,,,12.77218739284804,59,120.83763737154412,81.6586787578432,18186,Rain,923.8622918514019
6194,27/03/2024 08AM,London,,46.91468064600342,71,74.76113140698072,70.72360584049906,18186,,994.0102325944528
6195,2024-11-20 19:00,,Autumn,12.423129915569774,38,59.4867841967366,20.557115711459282,18186,Storm,972.2161621724302
6196,2024-12-21T09:00Z,,,48.17653534593249,80,140.76327781481547,108.62277734306407,18186,Snow,1094.9722294133958
,2024-06-13T13:00Z,,Spring,-3.7580907381811244,-6,76.56070330785471,60.366259574896716,18186,Storm,901.5008375332508
6198,2099-13-40 25:61,London,Summer,-18.40682336133107,46,70.11157503861973,132.16158858550568,18186,Fog,1086.6766123959592
6199,13/12/2024 12AM,,,46.97830179266445,81,100.86516029435145,63.84078716510615,18186,Snow,1091.015844499993
6200,2024-04-16T11:00Z,,Winter,22.867364741340012,25,39.185130152742666,86.23269862696034,18186,Rain,910.1916753536912
6201,Unknown,London,Summer,50.01831584240641,127,48.71893061824736,10.472074838881507,18186,Clear,1077.9139702291334
6202,Unknown,London,Winter,54.40444862931449,101,139.80687543579342,198.50761398109555,18186,Clear,994.1557679262886
6203,05/09/2024 07AM,,,-25.173444866569575,137,101.77947681554136,101.52207665503516,18186,Storm,1053.2301472907732
6204,06/09/2024 05PM,,Summer,15.087237167298149,2,123.99557216565084,4.847518832834563,18186,Storm,915.8511062269895
6205,2024-07-28 05:00,,Spring,3.7468094167076345,111,40.66676429031445,108.24613175222882,18186,Snow,1091.0411188236162
6206,2099-13-40 25:61,,,26.32725573631054,98,81.56852848948081,174.07079986112996,18186,Fog,1021.5096950108128
6207,Unknown,,,41.42320774820912,136,145.70944004842474,154.51042685324052,18186,Storm,1079.7388606639088
6208,2024-06-10 06:00,London,,-4.746880562306796,81,47.80558485423264,140.1813368258908,18186,Snow,1034.5926188419894
6209,2099-13-40 25:61,,Winter,20.11185459358545,91,24.07147144755628,27.89293091980698,18186,Clear,1007.3620588112816
,2024-09-29T18:00Z,London,Winter,33.78557219144096,45,76.6329012336996,131.54741579749447,18186,Rain,934.4991368652866
6211,Unknown,,Summer,-17.90120254478394,34,58.17316330873143,153.25967560245206,18186,Storm,935.5908260417601
6212,09/02/2024 02AM,,Autumn,43.266021535614016,49,23.936584918007032,114.48381279309932,18186,Clear,994.5140583906059
6213,2024-04-14 14:00,,Winter,24.549863986767576,43,133.2827074055052,178.5498009040703,18186,Rain,1074.0884431282755
6214,2024-07-12 04:00,,,55.45836934022866,26,148.60858658306668,55.39795635697708,18186,Rain,923.0437355763712
6215,2099-13-40 25:61,London,Winter,0.5576027217623931,26,85.28732710349966,48.42893994785011,18186,Rain,1099.6770299251489
6216,2024-06-02 18:00,London,Spring,-20.266865189652123,3,116.2015152560181,173.9139489885292,18186,Fog,1075.1824513002998
6217,23/05/2024 03AM,,Spring,15.585108093323278,84,128.85575543194494,125.07964859829048,18186,Storm,978.5117541329307
6218,2099-13-40 25:61,London,Summer,-22.277030546150502,91,105.14730090327404,0.2894441041998652,18186,Snow,950.623666151553
6219,2024-06-23T03:00Z,,Autumn,57.25738709916061,31,6.623407366759682,70.6262817022105,18186,,1084.3992190331307
6220,2099-13-40 25:61,London,Spring,-26.51835375685276,-10,23.64513475752267,171.5711971629349,18186,,924.6423238473271
6221,2099-13-40 25:61,London,Summer,37.81535109965772,12,10.64837867270797,5.463902328348658,18186,Clear,969.4579870838329
6222,2024-06-09 22:00,London,Autumn,17.259215832801964,17,1.481940996308484,0.6495856523017762,18186,Storm,916.7824696987988
6223,2099-13-40 25:61,London,Autumn,3.1758587248459804,121,45.89946131358548,56.25185810502595,18186,Rain,1090.692455946242
6224,2024-07-24 18:00,London,Summer,-24.07420519422108,7,58.85339407223396,182.80000740185557,18186,Snow,1023.5245897350775
6225,2024-05-03 19:00,London,,25.995023175624695,38,36.15445985038886,180.29551629400328,18186,Storm,967.2359289346878
6226,Unknown,,,22.66982964518597,36,9.690697212948141,103.75238916030159,18186,Storm,955.0966330740788
6227,Unknown,,,-4.720505423916023,104,79.47946362550164,110.64737422792452,18186,Storm,988.8188587086049
6228,Unknown,London,Winter,51.91995312692809,28,40.99789799357125,66.40160226343777,18186,Clear,918.2756954014542
,24/01/2024 09AM,London,Spring,-2.6300993391446816,-5,119.40557322953434,48.74733240556197,18186,Storm,1077.8697860464165
6230,2024-06-14 21:00,,Summer,10.475286953289555,42,1.2078932437921797,163.04437084242366,18186,,1002.1880753901454
6231,17/09/2024 09PM,,Winter,18.93862103267901,14,126.37905769314155,21.258972099928286,18186,Fog,1045.0196249366609
6232,2099-13-40 25:61,London,Spring,-20.97913096413425,88,143.21305184189356,97.47087417572715,18186,Storm,946.7491683388864
6233,2024-05-28 02:00,London,Winter,53.89455472922691,54,107.42025947303543,126.87945189941689,18186,Storm,1000.7498521753375
6234,22/10/2024 03PM,London,Summer,3.708253720593703,122,110.04660978938497,20.736058074205843,18186,Rain,942.2172272653912
6235,Unknown,,Spring,-22.729870751309075,-3,140.03434674040997,103.92141909446923,18186,Snow,1063.2189229241194
6236,2024-01-13 06:00,,Summer,4.856205630779698,28,31.36069279505237,115.50425758248863,18186,Snow,1055.0550019682078
6237,08/12/2024 04AM,,Spring,24.01822923833226,100,149.1848352312865,148.49921210147298,18186,Rain,929.6404648392798
6238,10/08/2024 02AM,London,Summer,16.228740463919664,32,116.02218050678128,46.96720982950657,18186,Clear,914.9013801472132
6239,12/07/2024 11PM,,Autumn,32.508777663354664,71,108.98560624916905,58.66550065815166,18186,Rain,1064.8393473109438
6240,2099-13-40 25:61,London,Winter,-25.006445213888043,112,54.16358684929391,113.90422932660668,18186,Snow,921.9295809478527
6241,2024-06-06 03:00,London,Autumn,-4.391345075514948,122,81.86662281084158,196.62528199632283,18186,Storm,1009.696796137067
6242,22/12/2024 07PM,London,,43.730751915609204,-7,98.08766824100205,43.49863656402289,18186,Fog,1006.8974595862813
6243,Unknown,,Winter,-22.809568098777522,97,93.0514291975824,197.1807654246928,18186,Snow,940.5888136264313
6244,2024-11-14 15:00,,Spring,46.993735922636176,82,105.74769577163711,142.86850661089625,18186,,1018.2712931769565
6245,18/02/2024 10PM,London,Spring,-21.72935171306044,118,12.357260861761594,165.21641392600463,18186,Snow,1000.5510414929206
6246,2024-02-18 12:00,London,Spring,45.10087934025266,83,53.34726492475452,17.928253647267844,18186,Rain,1001.8378444746278
6247,2099-13-40 25:61,London,Summer,2.4709560970853985,45,65.10000248932157,60.08403748612645,18186,Clear,971.9399952849338
6248,2024-07-05 02:00,London,Winter,25.09881569314942,-8,39.09439468124497,11.54725593019621,18186,,1067.6857113850335
6249,18/08/2024 06PM,London,Autumn,-16.240159591680165,11,25.894090540383562,74.30939900063504,18186,Rain,916.8741125736499
6250,Unknown,London,Summer,-24.044815044733724,45,20.83912198692942,196.25793198401038,18186,Fog,987.7246095697338
6251,Unknown,,Summer,-10.565561638187841,7,54.95750883848777,21.054612441267693,18186,Storm,951.9632716329039
6252,2024-04-26T16:00Z,London,Spring,-18.4931563882174,142,74.01625508438488,112.47455647423989,18186,Clear,1069.6866503924361
6253,2024-07-10 23:00,,Winter,-1.8834692088331408,105,9.446466021999106,1.2141245627624642,18186,,945.0160968105107
6254,2024-10-29 14:00,London,Summer,16.294492185991814,73,141.96871418858242,142.53656320881254,18186,Snow,1053.40496471316
6255,05/03/2024 05AM,,Summer,22.988351720850858,148,114.78649842911375,39.43853847440821,18186,Clear,1022.3030644784405
6256,2024-04-25 05:00,London,Winter,41.08812966417686,19,109.62776597781999,25.916907424952583,18186,Storm,1074.9580510760059
6257,06/07/2024 03AM,London,,29.06159039235228,69,25.929078748309042,67.40356243215753,18186,Snow,1018.7587885842154
6258,2024-05-08 11:00,London,,24.788249261659764,55,90.57011520182834,154.2088595877963,18186,Storm,1011.2968732807028
6259,11/08/2024 04AM,London,,7.06038247371972,-1,79.45874202130011,21.32261726224216,18186,Clear,1060.2259879163025
6260,18/03/2024 09AM,,,12.64275914641248,48,147.37032686800407,45.96779915973907,18186,Fog,1012.497293299646
6261,2024-02-02 01:00,,,7.306874645116295,40,112.1507655120237,1.6928843234619073,18186,Storm,1068.9084117960076
6262,Unknown,London,Autumn,45.79494270552448,112,86.36428255743468,193.6829725391236,18186,Rain,909.8636059618235
6263,Unknown,London,,-9.299959270644013,126,127.62189997051833,118.42911999777277,18186,Clear,999.0299707321049
6264,2024-05-03T20:00Z,,Spring,-29.485116161223182,43,23.26414062910642,143.9799272769399,18186,Storm,1062.5383026755485
6265,2024-03-19 00:00,London,Spring,28.618790750361534,70,2.28247945364658,130.2766342312029,18186,Snow,1069.673029383107
6266,2024-08-21 07:00,London,Spring,-11.778403472505175,126,103.53500001217849,28.872911773934874,18186,Fog,1066.8110754818736
6267,2024-04-04 13:00,London,Summer,50.110362267882834,-2,14.74671903558562,118.98798779879883,18186,Storm,1020.8762639223128
6268,2099-13-40 25:61,,Autumn,47.31416967359904,90,17.31504599752638,26.283119028252422,18186,Snow,1098.7942684280204
6269,2024-07-16T21:00Z,London,Spring,-23.094536526461468,141,111.70210896367958,80.24729079262558,18186,Clear,936.2772615611362
6270,2099-13-40 25:61,,Winter,-20.42504351273304,28,40.580226620098365,113.7926271850586,18186,Snow,934.8915158775069
6271,2099-13-40 25:61,London,,14.565443302199967,125,94.29468233533393,111.77622282043119,18186,Rain,906.5645349049016
6272,Unknown,,Autumn,24.830039649241918,142,137.61103891391227,23.81468519654819,18186,Fog,1097.8674352511246
6273,2024-11-06T10:00Z,,Summer,-5.258249626598332,99,47.47117974567875,6.887193929304436,18186,Snow,969.6041015111341
6274,16/12/2024 08PM,London,Winter,34.51179450294336,55,32.57162367598782,159.64686277476275,18186,Fog,1052.410835907754
6275,Unknown,London,Autumn,23.54244188269844,-1,15.984432561157757,145.18448739920106,18186,Clear,911.9420625550958
6276,2099-13-40 25:61,London,Spring,-0.7658301226300779,106,19.569354212958917,16.36378091294761,18186,,959.7376212659913
6277,2024-11-22T23:00Z,,Summer,-27.716566076191597,141,9.33340430682641,25.483103760310687,18186,Clear,1024.7694682789804
,2099-13-40 25:61,London,,37.51352531686659,72,13.14635682446102,178.51675527792406,18186,Clear,1004.956019219853
6279,Unknown,London,,-10.672170075742557,148,64.80068832137309,153.82578032435597,18186,Snow,941.5496479391771
6280,2024-05-08 23:00,London,,45.10263691163655,128,48.12975675359546,199.23205924333482,18186,Clear,992.3185825584355
6281,2024-01-14T08:00Z,,,7.8261234048829635,123,105.9841221484497,50.79748984100434,18186,Rain,921.7563983743692
6282,Unknown,,Spring,21.936969836858886,59,130.53624873705027,97.56059777376298,18186,Storm,1008.5406944499008
6283,2024-01-24T03:00Z,,Spring,48.56538573681017,149,117.71598047135764,47.29191521247114,18186,Storm,919.388288611014
6284,Unknown,London,Winter,47.7260700827958,28,79.59558849984784,124.56002769546195,18186,Clear,1027.1870915119025
6285,2099-13-40 25:61,,Winter,3.4367617719215957,2,15.366317434898013,23.082847818263595,18186,Snow,931.0715156160423
6286,Unknown,London,Spring,-11.199999655664119,48,106.46509259123303,25.44863454860662,18186,,1009.4171784535918
6287,2024-07-17 11:00,,Summer,39.76314699557352,56,54.42430870903103,14.377578281024528,18186,Snow,925.8241359646439
6288,2024-10-12T14:00Z,,Winter,8.977218324191803,30,12.847559087311527,138.71721645283338,18186,Snow,980.1420867343068
6289,2024-11-14T05:00Z,,Winter,-12.716220579689633,24,126.36996108189385,98.81451548664135,18186,Storm,970.3663089572918
6290,2099-13-40 25:61,,,51.39828080854352,70,50.73247757737583,123.546243270926,18186,Fog,1051.2821399666038
6291,2099-13-40 25:61,London,Summer,-12.170622518302135,23,32.7373248767357,175.86020931787178,18186,Storm,1028.2323289228523
6292,2024-06-07T01:00Z,London,Spring,-27.6773548627892,65,130.71780969282648,148.06569695107171,18186,Fog,1087.417764080598
6293,Unknown,,Summer,-28.174802360932205,59,135.32008026705074,92.34458363333819,18186,Rain,1084.3821303903728
6294,2099-13-40 25:61,,Summer,26.008382080883784,0,50.84562557873398,196.87119767884528,18186,Clear,1044.9992057122727
6295,Unknown,London,Spring,29.550755464577733,101,53.220212892206014,91.25122022839464,18186,,1054.1171481179583
